Path,Cls
./Dataset/Train/172/bcc000000.bmp,172
./Dataset/Train/172/bcc000001.bmp,172
./Dataset/Train/172/bcc000002.bmp,172
./Dataset/Train/172/bcc000003.bmp,172
./Dataset/Train/172/bcc000004.bmp,172
./Dataset/Train/172/bcc000005.bmp,172
./Dataset/Train/172/bcc000006.bmp,172
./Dataset/Train/172/bcc000007.bmp,172
./Dataset/Train/172/bcc000008.bmp,172
./Dataset/Train/172/bcc000009.bmp,172
./Dataset/Train/172/bcc000010.bmp,172
./Dataset/Train/172/bcc000011.bmp,172
./Dataset/Train/172/bcc000012.bmp,172
./Dataset/Train/172/bcc000013.bmp,172
./Dataset/Train/172/bcc000014.bmp,172
./Dataset/Train/172/bcc000015.bmp,172
./Dataset/Train/172/bcc000016.bmp,172
./Dataset/Train/172/bcc000017.bmp,172
./Dataset/Train/172/bcc000018.bmp,172
./Dataset/Train/172/bcc000019.bmp,172
./Dataset/Train/172/bcc000020.bmp,172
./Dataset/Train/172/bcc000021.bmp,172
./Dataset/Train/172/bcc000022.bmp,172
./Dataset/Train/172/bcc000023.bmp,172
./Dataset/Train/172/bcc000024.bmp,172
./Dataset/Train/172/bcc000025.bmp,172
./Dataset/Train/172/bcc000026.bmp,172
./Dataset/Train/172/bcc000027.bmp,172
./Dataset/Train/172/bcc000028.bmp,172
./Dataset/Train/172/bcc000029.bmp,172
./Dataset/Train/172/bcc000030.bmp,172
./Dataset/Train/172/bcc000031.bmp,172
./Dataset/Train/172/bcc000032.bmp,172
./Dataset/Train/172/bcc000033.bmp,172
./Dataset/Train/172/bcc000034.bmp,172
./Dataset/Train/172/bcc000035.bmp,172
./Dataset/Train/172/bcc000036.bmp,172
./Dataset/Train/172/bcc000037.bmp,172
./Dataset/Train/172/bcc000038.bmp,172
./Dataset/Train/172/bcc000039.bmp,172
./Dataset/Train/172/bcc000040.bmp,172
./Dataset/Train/172/bcc000041.bmp,172
./Dataset/Train/172/bcc000042.bmp,172
./Dataset/Train/172/bcc000043.bmp,172
./Dataset/Train/172/bcc000044.bmp,172
./Dataset/Train/172/bcc000045.bmp,172
./Dataset/Train/172/bcc000046.bmp,172
./Dataset/Train/172/bcc000047.bmp,172
./Dataset/Train/172/bcc000048.bmp,172
./Dataset/Train/172/bcc000049.bmp,172
./Dataset/Train/172/bcc000050.bmp,172
./Dataset/Train/172/bcc000051.bmp,172
./Dataset/Train/172/bcc000052.bmp,172
./Dataset/Train/172/bcc000053.bmp,172
./Dataset/Train/172/bcc000054.bmp,172
./Dataset/Train/172/bcc000055.bmp,172
./Dataset/Train/172/bcc000056.bmp,172
./Dataset/Train/172/bcc000057.bmp,172
./Dataset/Train/172/bcc000058.bmp,172
./Dataset/Train/172/bcc000059.bmp,172
./Dataset/Train/172/bcc000060.bmp,172
./Dataset/Train/172/bcc000061.bmp,172
./Dataset/Train/172/bcc000062.bmp,172
./Dataset/Train/172/bcc000063.bmp,172
./Dataset/Train/172/bcc000064.bmp,172
./Dataset/Train/172/bcc000065.bmp,172
./Dataset/Train/172/bcc000066.bmp,172
./Dataset/Train/172/bcc000067.bmp,172
./Dataset/Train/172/bcc000068.bmp,172
./Dataset/Train/172/bcc000069.bmp,172
./Dataset/Train/172/bcc000070.bmp,172
./Dataset/Train/172/bcc000071.bmp,172
./Dataset/Train/172/bcc000072.bmp,172
./Dataset/Train/172/bcc000073.bmp,172
./Dataset/Train/172/bcc000074.bmp,172
./Dataset/Train/172/bcc000075.bmp,172
./Dataset/Train/172/bcc000076.bmp,172
./Dataset/Train/172/bcc000077.bmp,172
./Dataset/Train/172/bcc000078.bmp,172
./Dataset/Train/172/bcc000079.bmp,172
./Dataset/Train/172/bcc000080.bmp,172
./Dataset/Train/172/bcc000081.bmp,172
./Dataset/Train/172/bcc000082.bmp,172
./Dataset/Train/172/bcc000083.bmp,172
./Dataset/Train/172/bcc000084.bmp,172
./Dataset/Train/172/bcc000085.bmp,172
./Dataset/Train/172/bcc000086.bmp,172
./Dataset/Train/172/bcc000087.bmp,172
./Dataset/Train/172/bcc000088.bmp,172
./Dataset/Train/172/bcc000089.bmp,172
./Dataset/Train/172/bcc000090.bmp,172
./Dataset/Train/172/bcc000091.bmp,172
./Dataset/Train/172/bcc000092.bmp,172
./Dataset/Train/172/bcc000093.bmp,172
./Dataset/Train/172/bcc000094.bmp,172
./Dataset/Train/172/bcc000095.bmp,172
./Dataset/Train/172/bcc000096.bmp,172
./Dataset/Train/172/bcc000097.bmp,172
./Dataset/Train/172/bcc000098.bmp,172
./Dataset/Train/172/bcc000099.bmp,172
./Dataset/Train/172/bcc000100.bmp,172
./Dataset/Train/172/bcc000101.bmp,172
./Dataset/Train/172/bcc000102.bmp,172
./Dataset/Train/172/bcc000103.bmp,172
./Dataset/Train/172/bcc000104.bmp,172
./Dataset/Train/172/bcc000105.bmp,172
./Dataset/Train/172/bcc000106.bmp,172
./Dataset/Train/172/bcc000107.bmp,172
./Dataset/Train/172/bcc000108.bmp,172
./Dataset/Train/172/bcc000109.bmp,172
./Dataset/Train/172/bcc000110.bmp,172
./Dataset/Train/172/bcc000111.bmp,172
./Dataset/Train/172/bcc000112.bmp,172
./Dataset/Train/172/bcc000113.bmp,172
./Dataset/Train/172/bcc000114.bmp,172
./Dataset/Train/172/bcc000115.bmp,172
./Dataset/Train/172/bcc000116.bmp,172
./Dataset/Train/172/bcc000117.bmp,172
./Dataset/Train/172/bcc000118.bmp,172
./Dataset/Train/172/bcc000119.bmp,172
./Dataset/Train/172/bcc000120.bmp,172
./Dataset/Train/172/bcc000121.bmp,172
./Dataset/Train/172/bcc000122.bmp,172
./Dataset/Train/172/bcc000123.bmp,172
./Dataset/Train/172/bcc000124.bmp,172
./Dataset/Train/172/bcc000125.bmp,172
./Dataset/Train/172/bcc000126.bmp,172
./Dataset/Train/172/bcc000127.bmp,172
./Dataset/Train/172/bcc000128.bmp,172
./Dataset/Train/172/bcc000129.bmp,172
./Dataset/Train/172/bcc000130.bmp,172
./Dataset/Train/172/bcc000131.bmp,172
./Dataset/Train/172/bcc000132.bmp,172
./Dataset/Train/172/bcc000133.bmp,172
./Dataset/Train/172/bcc000134.bmp,172
./Dataset/Train/172/bcc000135.bmp,172
./Dataset/Train/172/bcc000136.bmp,172
./Dataset/Train/172/bcc000137.bmp,172
./Dataset/Train/172/bcc000138.bmp,172
./Dataset/Train/172/bcc000139.bmp,172
./Dataset/Train/172/bcc000140.bmp,172
./Dataset/Train/172/bcc000141.bmp,172
./Dataset/Train/172/bcc000142.bmp,172
./Dataset/Train/172/bcc000143.bmp,172
./Dataset/Train/172/bcc000144.bmp,172
./Dataset/Train/172/bcc000145.bmp,172
./Dataset/Train/172/bcc000146.bmp,172
./Dataset/Train/172/bcc000147.bmp,172
./Dataset/Train/172/bcc000148.bmp,172
./Dataset/Train/172/bcc000149.bmp,172
./Dataset/Train/172/bcc000150.bmp,172
./Dataset/Train/172/bcc000151.bmp,172
./Dataset/Train/172/bcc000152.bmp,172
./Dataset/Train/172/bcc000153.bmp,172
./Dataset/Train/172/bcc000154.bmp,172
./Dataset/Train/172/bcc000155.bmp,172
./Dataset/Train/172/bcc000156.bmp,172
./Dataset/Train/172/bcc000157.bmp,172
./Dataset/Train/172/bcc000158.bmp,172
./Dataset/Train/172/bcc000159.bmp,172
./Dataset/Train/172/bcc000160.bmp,172
./Dataset/Train/172/bcc000161.bmp,172
./Dataset/Train/172/bcc000162.bmp,172
./Dataset/Train/172/bcc000163.bmp,172
./Dataset/Train/172/bcc000164.bmp,172
./Dataset/Train/172/bcc000165.bmp,172
./Dataset/Train/172/bcc000166.bmp,172
./Dataset/Train/172/bcc000167.bmp,172
./Dataset/Train/172/bcc000168.bmp,172
./Dataset/Train/172/bcc000169.bmp,172
./Dataset/Train/172/bcc000170.bmp,172
./Dataset/Train/172/bcc000171.bmp,172
./Dataset/Train/172/bcc000172.bmp,172
./Dataset/Train/172/bcc000173.bmp,172
./Dataset/Train/172/bcc000174.bmp,172
./Dataset/Train/172/bcc000175.bmp,172
./Dataset/Train/172/bcc000176.bmp,172
./Dataset/Train/172/bcc000177.bmp,172
./Dataset/Train/172/bcc000178.bmp,172
./Dataset/Train/172/bcc000179.bmp,172
./Dataset/Train/172/bcc000180.bmp,172
./Dataset/Train/172/bcc000181.bmp,172
./Dataset/Train/172/bcc000182.bmp,172
./Dataset/Train/172/bcc000183.bmp,172
./Dataset/Train/172/bcc000184.bmp,172
./Dataset/Train/172/bcc000185.bmp,172
./Dataset/Train/172/bcc000186.bmp,172
./Dataset/Train/172/bcc000187.bmp,172
./Dataset/Train/172/bcc000188.bmp,172
./Dataset/Train/172/bcc000189.bmp,172
./Dataset/Train/172/bcc000190.bmp,172
./Dataset/Train/172/bcc000191.bmp,172
./Dataset/Train/172/bcc000192.bmp,172
./Dataset/Train/172/bcc000193.bmp,172
./Dataset/Train/172/bcc000194.bmp,172
./Dataset/Train/172/bcc000195.bmp,172
./Dataset/Train/172/bcc000196.bmp,172
./Dataset/Train/172/bcc000197.bmp,172
./Dataset/Train/172/bcc000198.bmp,172
./Dataset/Train/172/bcc000199.bmp,172
./Dataset/Train/172/bcc000200.bmp,172
./Dataset/Train/172/bcc000201.bmp,172
./Dataset/Train/172/bcc000202.bmp,172
./Dataset/Train/172/bcc000203.bmp,172
./Dataset/Train/172/bcc000204.bmp,172
./Dataset/Train/172/bcc000205.bmp,172
./Dataset/Train/172/bcc000206.bmp,172
./Dataset/Train/172/bcc000207.bmp,172
./Dataset/Train/172/bcc000208.bmp,172
./Dataset/Train/172/bcc000209.bmp,172
./Dataset/Train/172/bcc000210.bmp,172
./Dataset/Train/172/bcc000211.bmp,172
./Dataset/Train/172/bcc000212.bmp,172
./Dataset/Train/172/bcc000213.bmp,172
./Dataset/Train/172/bcc000214.bmp,172
./Dataset/Train/172/bcc000215.bmp,172
./Dataset/Train/172/bcc000216.bmp,172
./Dataset/Train/172/bcc000217.bmp,172
./Dataset/Train/172/bcc000218.bmp,172
./Dataset/Train/172/bcc000219.bmp,172
./Dataset/Train/172/bcc000220.bmp,172
./Dataset/Train/172/bcc000221.bmp,172
./Dataset/Train/172/bcc000222.bmp,172
./Dataset/Train/172/bcc000223.bmp,172
./Dataset/Train/172/bcc000224.bmp,172
./Dataset/Train/172/bcc000225.bmp,172
./Dataset/Train/172/bcc000226.bmp,172
./Dataset/Train/172/bcc000227.bmp,172
./Dataset/Train/172/bcc000228.bmp,172
./Dataset/Train/172/bcc000229.bmp,172
./Dataset/Train/172/bcc000230.bmp,172
./Dataset/Train/172/bcc000231.bmp,172
./Dataset/Train/172/bcc000232.bmp,172
./Dataset/Train/172/bcc000233.bmp,172
./Dataset/Train/172/bcc000234.bmp,172
./Dataset/Train/172/bcc000235.bmp,172
./Dataset/Train/172/bcc000236.bmp,172
./Dataset/Train/172/bcc000237.bmp,172
./Dataset/Train/172/bcc000238.bmp,172
./Dataset/Train/172/bcc000239.bmp,172
./Dataset/Train/173/bcc000000.bmp,173
./Dataset/Train/173/bcc000001.bmp,173
./Dataset/Train/173/bcc000002.bmp,173
./Dataset/Train/173/bcc000003.bmp,173
./Dataset/Train/173/bcc000004.bmp,173
./Dataset/Train/173/bcc000005.bmp,173
./Dataset/Train/173/bcc000006.bmp,173
./Dataset/Train/173/bcc000007.bmp,173
./Dataset/Train/173/bcc000008.bmp,173
./Dataset/Train/173/bcc000009.bmp,173
./Dataset/Train/173/bcc000010.bmp,173
./Dataset/Train/173/bcc000011.bmp,173
./Dataset/Train/173/bcc000012.bmp,173
./Dataset/Train/173/bcc000013.bmp,173
./Dataset/Train/173/bcc000014.bmp,173
./Dataset/Train/173/bcc000015.bmp,173
./Dataset/Train/173/bcc000016.bmp,173
./Dataset/Train/173/bcc000017.bmp,173
./Dataset/Train/173/bcc000018.bmp,173
./Dataset/Train/173/bcc000019.bmp,173
./Dataset/Train/173/bcc000020.bmp,173
./Dataset/Train/173/bcc000021.bmp,173
./Dataset/Train/173/bcc000022.bmp,173
./Dataset/Train/173/bcc000023.bmp,173
./Dataset/Train/173/bcc000024.bmp,173
./Dataset/Train/173/bcc000025.bmp,173
./Dataset/Train/173/bcc000026.bmp,173
./Dataset/Train/173/bcc000027.bmp,173
./Dataset/Train/173/bcc000028.bmp,173
./Dataset/Train/173/bcc000029.bmp,173
./Dataset/Train/173/bcc000030.bmp,173
./Dataset/Train/173/bcc000031.bmp,173
./Dataset/Train/173/bcc000032.bmp,173
./Dataset/Train/173/bcc000033.bmp,173
./Dataset/Train/173/bcc000034.bmp,173
./Dataset/Train/173/bcc000035.bmp,173
./Dataset/Train/173/bcc000036.bmp,173
./Dataset/Train/173/bcc000037.bmp,173
./Dataset/Train/173/bcc000038.bmp,173
./Dataset/Train/173/bcc000039.bmp,173
./Dataset/Train/173/bcc000040.bmp,173
./Dataset/Train/173/bcc000041.bmp,173
./Dataset/Train/173/bcc000042.bmp,173
./Dataset/Train/173/bcc000043.bmp,173
./Dataset/Train/173/bcc000044.bmp,173
